"","code_insee","commune","code_region","region","code_departement","departement","pop_total","pop_unemployment","pop_executive","pop_employment","pop_worker","pop_no_degree","pop_degree","unemployment","farming","executive","employment","worker","student","no_degree","degree","rent","maison","home","caneva"
"17","01089","Château-Gaillard","84","Auvergne-Rhône-Alpes","01","Ain",2195,74.0434975588105,112.039502885042,365.34620505992,258.17798490901,233.821571238349,80.8632933865957,6.70785525154459,0.441306266548986,10.1500441306267,33.0979699911739,23.3892321270962,36.2204724409448,15.3944836433612,5.32392559332906,22.5058004640371,95.5916473317866,4.40835266821346,"sud"
"18","01093","Châtillon-sur-Chalaronne","84","Auvergne-Rhône-Alpes","01","Ain",4881.00000000001,227.238920680975,220.636437856366,537.411431780096,627.836954801652,1177.28804132336,183.10964409728,10.6799720410691,0.231468557507638,10.3696628222207,25.2577289522519,29.5076261739742,36.6488262515838,31.3588500339083,4.87740269794499,47.2399171299759,54.405449144033,45.2779153439317,"sud"
"19","01109","Collonges","84","Auvergne-Rhône-Alpes","01","Ain",2222,119.784366576819,209.622641509434,364.344115004492,209.622641509434,224.595687331536,186.663971248877,9.74817221770911,0,17.059301380991,29.650690495532,17.059301380991,26.3513513513513,14.5631067961165,12.1035598705502,31.8584070796459,67.6991150442478,31.6371681415929,"sud"
"20","01130","Bresse Vallons","84","Auvergne-Rhône-Alpes","01","Ain",2307,74.7897065061148,132.954095167037,306.807612536299,316.959734221107,298.138298387151,68.6844411963069,6.4182142123295,3.46548957592207,11.409696642127,26.3292513264557,27.2004740484944,38.8014489791611,18.712583856051,4.31096364487498,21.192561965203,92.5813101153314,7.30038502326236,"sud"
"21","01135","Crozet","84","Auvergne-Rhône-Alpes","01","Ain",2149,99,260,265,135,138,355,8.58629661751952,0.433651344319167,22.5498699045967,22.9835212489159,11.7085862966175,53.5714285714286,9.29292929292929,23.9057239057239,26.487747957993,73.2788798133022,26.1376896149358,"sud"
"22","01138","Culoz","84","Auvergne-Rhône-Alpes","01","Ain",3019.99999999999,169.224472487085,127.056752331609,376.857186628024,412.116993447254,622.852713647075,104.416100614858,12.8417327629786,0,9.64180201122505,28.5981052820499,31.273823573808,32.5930620079055,28.0800856524144,4.70739387420842,43.2613551749814,56.813104988831,42.9635145197319,"sud"
"23","01142","Dagneux","84","Auvergne-Rhône-Alpes","01","Ain",4769,230.32033660694,462.983408593617,612.599529443645,593.310640352071,600.480795705146,273.155415354688,9.56919285961198,0,19.2357200970648,25.451869032989,24.6504673743941,43.2204201988366,18.0704617039234,8.22015376293555,31.3040910963443,68.5294865052158,30.5662259435573,"sud"
"24","01143","Divonne-les-Bains","84","Auvergne-Rhône-Alpes","01","Ain",9787.00000000003,552.187017489624,1730.53329276231,1091.406499515,548.271908101082,901.407541332853,1906.15906347456,11.0702768922489,0.101803879389658,34.6938303787519,21.8805798922249,10.9917865554212,37.8266347794497,12.8627626541921,27.2002068879483,40.76984369015,35.3989612018097,63.9942727460568,"sud"
"25","01153","Échenevex","84","Auvergne-Rhône-Alpes","01","Ain",2092,82,345,200,90,107,421,7.7140169332079,0,32.4553151458137,18.8146754468485,8.46660395108184,45.1612903225806,7.72005772005772,30.3751803751804,21.4470284237726,82.2997416020672,17.1834625322997,"sud"
"26","01157","Fareins","84","Auvergne-Rhône-Alpes","01","Ain",2213,91.3822610083827,266.337022693874,236.272791387412,140.949961095865,294.736019672324,127.350817790353,8.74056473296133,0.970845905897732,25.4747033171618,22.5991084590225,13.4816346791176,43.5357809463076,18.3854326561486,7.94405748843683,18.6185283657537,83.2542574004454,15.2479910898421,"sud"
"27","01159","Feillens","84","Auvergne-Rhône-Alpes","01","Ain",3328,123.576992210905,138.406231276214,459.706411024568,420.161773517078,566.961143288282,141.372079089276,7.41399762752074,1.77935943060498,8.30367734282326,27.5800711743773,25.2075919335706,29.0322580645161,22.3119785030658,5.56350435460052,34.5813478556841,84.2069434989789,15.5888359428183,"sud"
"28","01160","Ferney-Voltaire","84","Auvergne-Rhône-Alpes","01","Ain",9895,719,1315,1680,750,1084,2069,13.5634785889455,0,24.8066402565554,31.6921335597057,14.1482739105829,45.5,15.2977702511995,29.1984194185718,58.6750788643533,9.35856992639327,89.0010515247108,"sud"
"29","01163","Foissiat","84","Auvergne-Rhône-Alpes","01","Ain",2060.99999999999,59.2971786518652,40.8946059668038,260.703113038374,306.709544751028,340.408709058826,48.0485696366733,5.92441266598569,1.53217568947906,4.08580183861084,26.0469867211441,30.6435137895812,35.3846153846153,21.650236038203,3.05592320715932,21.4780600461894,87.7598152424942,11.8937644341801,"sud"
"30","01166","Frans","84","Auvergne-Rhône-Alpes","01","Ain",2422,93.0813501621527,208.682459632195,336.501545908653,240.954257513641,339.976174454329,112.97345700475,7.53262444297322,0,16.8876643227334,27.2314460995048,19.499265176363,39.202436950278,18.9422807363367,6.29448502317303,19.1718364030657,88.0000264460104,11.9999735539896,"sud"
"31","01173","Gex","84","Auvergne-Rhône-Alpes","01","Ain",13093,810.970931470747,1418.14825070083,2483.74234346117,1331.29711895266,1372.10365674264,1569.7942638772,10.4488167251764,0.193010771191994,18.2718893929146,32.0013548356412,17.1528707908977,28.3741791473999,14.3404557572096,16.4066068029398,52.1157677954724,28.8982795952247,70.5814139558557,"sud"
"32","01185","Plateau d'Hauteville","84","Auvergne-Rhône-Alpes","01","Ain",4856,167.082460732984,130.039267015707,700.340314136126,505.212696335078,824.333769633508,175.080497382199,8.150845328306,2.19573049742754,6.34375354182265,34.1649599404894,24.645977367454,57.2141635187212,21.8105773807782,4.63235509291013,43.7714644768904,58.0607504652635,39.6016301011109,"sud"
"33","01192","Izernore","84","Auvergne-Rhône-Alpes","01","Ain",2255,123.828616294,101.19426841468,276.002574560034,329.885518501459,392.273210471691,72.3624309382694,10.4191851681481,1.25506017393351,8.51468628272895,23.2234035822455,27.7572212661782,27.5051675514822,23.9771456256859,4.42305132779578,47.7556023553213,70.8891734599394,29.1108265400606,"sud"
"34","01194","Jassans-Riottier","84","Auvergne-Rhône-Alpes","01","Ain",6356,287.48030595679,381.127865926167,881.956530419313,646.079433247839,1097.14593639341,341.107388421399,9.68590307529594,0,12.8411146508593,29.7152371597578,21.7679703260136,37.5834870249862,23.0429050162857,7.16413823450476,39.3018018018019,56.6816816816819,41.4414414414415,"sud"
"35","01199","Jujurieux","84","Auvergne-Rhône-Alpes","01","Ain",2132,116,130,245,365,356,99,11.047619047619,1.42857142857143,12.3809523809524,23.3333333333333,34.7619047619048,25.3846153846154,22.5031605562579,6.25790139064475,31.7099567099567,77.2727272727273,21.2121212121212,"sud"
